Date,Open,High,Low,Close,Volume,Adj Close
2016-05-31,48963.00,49269.00,48292.00,48472.00,000,48472.00
2016-05-30,49051.00,49203.00,48799.00,48964.00,1169200,48964.00
2016-05-27,49481.00,49805.00,48869.00,49051.00,2711800,49051.00
2016-05-25,49347.00,50357.00,49347.00,49483.00,3472600,49483.00
2016-05-24,49330.00,50002.00,49153.00,49345.00,3138900,49345.00
2016-05-23,49709.00,49709.00,48695.00,49330.00,3412800,49330.00
2016-05-20,50133.00,50822.00,49723.00,49723.00,3254500,49723.00
2016-05-19,50556.00,50556.00,49588.00,50133.00,3905500,50133.00
2016-05-18,50836.00,51373.00,50301.00,50562.00,4072500,50562.00
2016-05-17,51795.00,51946.00,50689.00,50839.00,3871100,50839.00
2016-05-16,51803.00,52305.00,51585.00,51803.00,3529500,51803.00
2016-05-13,53236.00,53250.00,51366.00,51804.00,4314300,51804.00
2016-05-12,52765.00,53703.00,52424.00,53241.00,4630400,53241.00
2016-05-11,53072.00,53976.00,52736.00,52764.00,4350000,52764.00
2016-05-10,50994.00,53071.00,50994.00,53071.00,4079200,53071.00
2016-05-09,51717.00,51717.00,49908.00,50990.00,4938400,50990.00
2016-05-06,51671.00,52159.00,51204.00,51718.00,3296100,51718.00
2016-05-05,52569.00,53071.00,51311.00,51671.00,000,51671.00
2016-05-04,52253.00,52672.00,51931.00,52553.00,4263800,52553.00
2016-05-03,53557.00,53557.00,52260.00,52260.00,3892400,52260.00
2016-05-02,53910.00,54113.00,53265.00,53562.00,3286100,53562.00
2016-04-29,54317.00,54705.00,53592.00,53911.00,4898400,53911.00
2016-04-28,54475.00,54978.00,53963.00,54312.00,4413500,54312.00
2016-04-27,53094.00,54560.00,53094.00,54478.00,4897900,54478.00
2016-04-26,51867.00,53108.00,51838.00,53083.00,3749400,53083.00
2016-04-25,52911.00,52949.00,51748.00,51862.00,3693200,51862.00
2016-04-22,53630.00,53630.00,52629.00,52908.00,4259400,52908.00
2016-04-20,53711.00,53857.00,53149.00,53631.00,4554100,53631.00
2016-04-19,52894.00,54054.00,52894.00,53710.00,5033900,53710.00
2016-04-18,53229.00,53479.00,52305.00,52894.00,4385600,52894.00
2016-04-15,52414.00,53390.00,52414.00,53228.00,5047800,53228.00
2016-04-14,53150.00,53699.00,52242.00,52411.00,5492100,52411.00
2016-04-13,52010.00,53844.00,52010.00,53150.00,6376500,53150.00
2016-04-12,50166.00,52327.00,50166.00,52002.00,5146900,52002.00
2016-04-11,50303.00,51089.00,50078.00,50165.00,4050700,50165.00
2016-04-08,48517.00,50486.00,48517.00,50293.00,5047700,50293.00
2016-04-07,48099.00,48940.00,48099.00,48513.00,3059900,48513.00
2016-04-06,49054.00,49054.00,47874.00,48096.00,3810000,48096.00
2016-04-05,48778.00,49629.00,48149.00,49054.00,3546100,49054.00
2016-04-04,50556.00,50556.00,48600.00,48780.00,3556500,48780.00
2016-04-01,50054.00,50768.00,49361.00,50562.00,3890600,50562.00
2016-03-31,51248.00,51248.00,49642.00,50055.00,4251900,50055.00
2016-03-30,51155.00,52262.00,50900.00,51249.00,4730600,51249.00
2016-03-29,50839.00,51765.00,50387.00,51155.00,4320900,51155.00
2016-03-28,49687.00,51149.00,49687.00,50838.00,3515800,50838.00
2016-03-24,49686.00,49686.00,48778.00,49657.00,3688400,49657.00
2016-03-23,51005.00,51005.00,49491.00,49690.00,3638700,49690.00
2016-03-22,51170.00,51215.00,50812.00,51010.00,3896600,51010.00
2016-03-21,50816.00,51370.00,50765.00,51172.00,3708500,51172.00
2016-03-18,50915.00,51308.00,50202.00,50815.00,5448400,50815.00
2016-03-17,47770.00,51268.00,47770.00,50914.00,7245100,50914.00
2016-03-16,47130.00,47814.00,46521.00,47763.00,5111000,47763.00
2016-03-15,48866.00,48866.00,46684.00,47130.00,5502200,47130.00
2016-03-14,49639.00,50166.00,48757.00,48867.00,4801100,48867.00
2016-03-11,49574.00,50038.00,49156.00,49639.00,6002200,49639.00
2016-03-10,48667.00,49974.00,47922.00,49571.00,7467200,49571.00
2016-03-09,49102.00,50001.00,48623.00,48665.00,6230600,48665.00
2016-03-08,49244.00,49914.00,48847.00,49102.00,7150500,49102.00
2016-03-07,49089.00,49639.00,48746.00,49246.00,5720600,49246.00
2016-03-04,47194.00,50024.00,47194.00,49085.00,10284300,49085.00
2016-03-03,44900.00,47375.00,44900.00,47193.00,9031000,47193.00
2016-03-02,44122.00,44983.00,43841.00,44893.00,5009600,44893.00
2016-03-01,42795.00,44181.00,42795.00,44122.00,4610100,44122.00
2016-02-29,41599.00,43053.00,41599.00,42794.00,4473500,42794.00
2016-02-26,41889.00,42495.00,41417.00,41593.00,3274600,41593.00
2016-02-25,42084.00,42327.00,41442.00,41888.00,000,41888.00
2016-02-24,42521.00,42521.00,41211.00,42085.00,3522700,42085.00
2016-02-23,43235.00,43601.00,42359.00,42521.00,3805300,42521.00
2016-02-22,41544.00,43345.00,41544.00,43235.00,4508500,43235.00
2016-02-19,41477.00,41828.00,41071.00,41543.00,3298700,41543.00
2016-02-18,41624.00,41698.00,41183.00,41478.00,3534900,41478.00
2016-02-17,40958.00,42436.00,40958.00,41631.00,5307100,41631.00
2016-02-16,40093.00,41206.00,40074.00,40948.00,3921300,40948.00
2016-02-15,39808.00,40671.00,39808.00,40093.00,1694300,40093.00
2016-02-12,39324.00,39901.00,39324.00,39808.00,3327800,39808.00
2016-02-11,40370.00,40370.00,38928.00,39318.00,000,39318.00
2016-02-10,40592.00,40592.00,39960.00,40377.00,000,40377.00
2016-02-05,40812.00,41249.00,40566.00,40592.00,3558900,40592.00
2016-02-04,39589.00,41444.00,39589.00,40822.00,5388500,40822.00
2016-02-03,38597.00,39726.00,38597.00,39589.00,4238100,39589.00
2016-02-02,40564.00,40564.00,38596.00,38596.00,4425300,38596.00
2016-02-01,40397.00,40570.00,39738.00,40570.00,3661700,40570.00
2016-01-29,38635.00,40406.00,38635.00,40406.00,5475700,40406.00
2016-01-28,38376.00,39100.00,37996.00,38630.00,4464600,38630.00
2016-01-27,37501.00,38766.00,37402.00,38376.00,4648600,38376.00
2016-01-26,38031.00,38031.00,37112.00,37497.00,3607000,37497.00
2016-01-22,37737.00,38444.00,37737.00,38031.00,4197500,38031.00
2016-01-21,37647.00,38079.00,37495.00,37717.00,3773600,37717.00
2016-01-20,38056.00,38056.00,37046.00,37645.00,3958400,37645.00
2016-01-19,37941.00,38857.00,37941.00,38057.00,3044900,38057.00
2016-01-18,38572.00,38633.00,37937.00,37937.00,2161200,37937.00
2016-01-15,39494.00,39494.00,37986.00,38569.00,4076400,38569.00
2016-01-14,38944.00,39502.00,38459.00,39500.00,3868600,39500.00
2016-01-13,39518.00,40050.00,38822.00,38944.00,3569600,38944.00
2016-01-12,39955.00,40261.00,39426.00,39514.00,3383700,39514.00
2016-01-11,40612.00,40974.00,39924.00,39950.00,3086400,39950.00
2016-01-08,40695.00,41218.00,40463.00,40612.00,3221600,40612.00
2016-01-07,41772.00,41772.00,40695.00,40695.00,4032300,40695.00
2016-01-06,42410.00,42410.00,41590.00,41773.00,3935900,41773.00
2016-01-05,42139.00,42534.00,42137.00,42419.00,2557200,42419.00
2016-01-04,43349.00,43349.00,42125.00,42141.00,2976300,42141.00
2015-12-30,43653.00,43662.00,43217.00,43350.00,2679200,43350.00
2015-12-29,43781.00,44042.00,43523.00,43654.00,1675900,43654.00
2015-12-28,44016.00,44087.00,43709.00,43764.00,1793200,43764.00
2015-12-23,43479.00,44233.00,43479.00,44015.00,2501300,44015.00
2015-12-22,43208.00,43632.00,43137.00,43470.00,2577000,43470.00
2015-12-21,43912.00,44223.00,43196.00,43200.00,3452900,43200.00
2015-12-18,45249.00,45249.00,43690.00,43911.00,4564700,43911.00
2015-12-17,45016.00,46251.00,45016.00,45261.00,3028800,45261.00
2015-12-16,44868.00,45099.00,44095.00,45016.00,3324300,45016.00
2015-12-15,44748.00,45423.00,44748.00,44872.00,2558500,44872.00
2015-12-14,45258.00,45258.00,44531.00,44747.00,2481600,44747.00
2015-12-11,45630.00,45981.00,45068.00,45263.00,3281900,45263.00
2015-12-10,46084.00,46323.00,45351.00,45631.00,3638300,45631.00
2015-12-09,44444.00,46438.00,44444.00,46108.00,4446400,46108.00
2015-12-08,45223.00,45233.00,44232.00,44443.00,3203200,44443.00
2015-12-07,45361.00,46157.00,45217.00,45223.00,2853300,45223.00
2015-12-04,46385.00,46385.00,45023.00,45361.00,3520900,45361.00
2015-12-03,44923.00,47142.00,44923.00,46393.00,4421500,46393.00
2015-12-02,45046.00,45338.00,44579.00,44915.00,4179400,44915.00
2015-12-01,45121.00,45482.00,44775.00,45047.00,4176300,45047.00
2015-11-30,45871.00,45931.00,45106.00,45120.00,7164800,45120.00
2015-11-27,47144.00,47144.00,45812.00,45873.00,3031900,45873.00
2015-11-26,46867.00,47199.00,46867.00,47146.00,000,47146.00
2015-11-25,48270.00,48270.00,46742.00,46867.00,3976000,46867.00
2015-11-24,48143.00,48320.00,47442.00,48284.00,3445700,48284.00
2015-11-23,48138.00,48745.00,47988.00,48150.00,3277600,48150.00
2015-11-19,47437.00,48227.00,47437.00,48139.00,000,48139.00
2015-11-18,47241.00,47951.00,47241.00,47436.00,3965500,47436.00
2015-11-17,46848.00,47698.00,46848.00,47248.00,3341700,47248.00
2015-11-16,46519.00,46905.00,46399.00,46847.00,3144900,46847.00
2015-11-13,46884.00,46884.00,46311.00,46517.00,3517200,46517.00
2015-11-12,47065.00,47460.00,46696.00,46884.00,3154200,46884.00
2015-11-11,46207.00,47231.00,46207.00,47065.00,3071700,47065.00
2015-11-10,46195.00,46195.00,45397.00,46179.00,2401800,46179.00
2015-11-09,46915.00,47001.00,46057.00,46195.00,2278500,46195.00
2015-11-06,48046.00,48046.00,46397.00,46919.00,3091100,46919.00
2015-11-05,47712.00,48061.00,47430.00,48047.00,000,48047.00
2015-11-04,48059.00,49054.00,47441.00,47710.00,3627200,47710.00
2015-11-03,45869.00,48054.00,45866.00,48054.00,4603800,48054.00
2015-10-30,45628.00,45975.00,45401.00,45869.00,3231400,45869.00
2015-10-29,46740.00,46740.00,45628.00,45628.00,3082000,45628.00
2015-10-28,47038.00,47441.00,46388.00,46741.00,000,46741.00
2015-10-27,47205.00,47338.00,46742.00,47043.00,000,47043.00
2015-10-26,47607.00,47875.00,47105.00,47209.00,2451400,47209.00
2015-10-23,47774.00,48837.00,47502.00,47597.00,000,47597.00
2015-10-22,47027.00,47909.00,47027.00,47772.00,3124100,47772.00
2015-10-21,47077.00,47274.00,46654.00,47026.00,2957300,47026.00
2015-10-20,47447.00,47728.00,46623.00,47077.00,3297000,47077.00
2015-10-19,47242.00,47536.00,46917.00,47447.00,000,47447.00
2015-10-16,47161.00,47727.00,46517.00,47236.00,3537700,47236.00
2015-10-15,46730.00,47188.00,46321.00,47161.00,000,47161.00
2015-10-14,47349.00,47715.00,46701.00,46710.00,000,46710.00
2015-10-13,49339.00,49339.00,47135.00,47363.00,4221100,47363.00
2015-10-09,49105.00,49752.00,48698.00,49338.00,4551200,49338.00
2015-10-08,48915.00,49247.00,48658.00,49107.00,3585000,49107.00
2015-10-07,47735.00,49290.00,47715.00,48914.00,6060700,48914.00
2015-10-06,47598.00,48092.00,47389.00,47735.00,000,47735.00
2015-10-05,47033.00,48081.00,47019.00,47598.00,3224000,47598.00
2015-10-02,45313.00,47033.00,44973.00,47033.00,4001300,47033.00
2015-10-01,45064.00,45547.00,44789.00,45313.00,3773200,45313.00
2015-09-30,44132.00,45294.00,44132.00,45059.00,4831200,45059.00
2015-09-29,43956.00,44531.00,43956.00,44132.00,2960700,44132.00
2015-09-28,44832.00,44832.00,43767.00,43957.00,2771900,43957.00
2015-09-25,45300.00,45969.00,44697.00,44831.00,3135300,44831.00
2015-09-24,45340.00,45572.00,44183.00,45292.00,4331700,45292.00
2015-09-23,46263.00,46480.00,45340.00,45340.00,3962000,45340.00
2015-09-22,46585.00,46585.00,45276.00,46265.00,4193100,46265.00
2015-09-21,47263.00,47391.00,46425.00,46590.00,2601200,46590.00
2015-09-18,48550.00,48550.00,46928.00,47264.00,4381000,47264.00
2015-09-17,48553.00,49396.00,48082.00,48551.00,4184700,48551.00
2015-09-16,47364.00,48681.00,47364.00,48553.00,4320300,48553.00
2015-09-15,47281.00,47689.00,46746.00,47364.00,3562000,47364.00
2015-09-14,46400.00,47386.00,46218.00,47282.00,3579400,47282.00
2015-09-11,46509.00,46558.00,46176.00,46401.00,000,46401.00
2015-09-10,46656.00,46819.00,45592.00,46504.00,4483200,46504.00
2015-09-09,46762.00,47840.00,46614.00,46657.00,3699200,46657.00
2015-09-08,46501.00,47243.00,46497.00,46762.00,2851000,46762.00
2015-09-04,47366.00,47377.00,46320.00,46498.00,4174900,46498.00
2015-09-03,46468.00,47532.00,46279.00,47366.00,4103000,47366.00
2015-09-02,45484.00,46474.00,45445.00,46464.00,3740100,46464.00
2015-09-01,46625.00,46625.00,45278.00,45477.00,3665000,45477.00
2015-08-31,47151.00,47151.00,45570.00,46626.00,4667300,46626.00
2015-08-28,47697.00,47872.00,46847.00,47154.00,3778600,47154.00
2015-08-27,46038.00,47997.00,46038.00,47715.00,4252000,47715.00
2015-08-26,44546.00,46039.00,44540.00,46038.00,3739600,46038.00
2015-08-25,44338.00,45588.00,44338.00,44545.00,3726600,44545.00
2015-08-24,45715.00,45715.00,42749.00,44336.00,4727700,44336.00
2015-08-21,46649.00,46649.00,45677.00,45720.00,2869600,45720.00
2015-08-20,46588.00,46781.00,46030.00,46649.00,2945700,46649.00
2015-08-19,47451.00,47451.00,45977.00,46588.00,3236800,46588.00
2015-08-18,47220.00,48084.00,46676.00,47451.00,3544600,47451.00
2015-08-17,47509.00,47788.00,47217.00,47217.00,2411800,47217.00
2015-08-14,48010.00,48186.00,47508.00,47508.00,2878900,47508.00
2015-08-13,48390.00,48606.00,47722.00,48010.00,3186500,48010.00
2015-08-12,49064.00,49064.00,48028.00,48388.00,4234500,48388.00
2015-08-11,49340.00,49340.00,48306.00,49072.00,000,49072.00
2015-08-10,48578.00,49512.00,48578.00,49353.00,2842100,49353.00
2015-08-07,50013.00,50013.00,48512.00,48577.00,3218400,48577.00
2015-08-06,50280.00,50534.00,49624.00,50011.00,3640800,50011.00
2015-08-05,50067.00,50853.00,50067.00,50287.00,2662100,50287.00
2015-08-04,50138.00,50574.00,49827.00,50058.00,2670400,50058.00
2015-08-03,50867.00,50867.00,50054.00,50138.00,2613200,50138.00
2015-07-31,49897.00,50895.00,49892.00,50865.00,000,50865.00
2015-07-30,50245.00,50645.00,49612.00,49897.00,000,49897.00
2015-07-29,49602.00,50333.00,49422.00,50245.00,000,50245.00
2015-07-28,48740.00,49871.00,48740.00,49602.00,000,49602.00
2015-07-27,49246.00,49298.00,48640.00,48736.00,000,48736.00
2015-07-24,49804.00,49831.00,48624.00,49246.00,3632500,49246.00
2015-07-23,50916.00,51063.00,49668.00,49807.00,4181500,49807.00
2015-07-22,51474.00,51474.00,50592.00,50916.00,3123300,50916.00
2015-07-21,51603.00,51998.00,51244.00,51474.00,2942600,51474.00
2015-07-20,52341.00,52424.00,51525.00,51600.00,2635000,51600.00
2015-07-17,53070.00,53310.00,52221.00,52342.00,2440800,52342.00
2015-07-16,52902.00,53417.00,52714.00,53070.00,2075700,53070.00
2015-07-15,53239.00,53334.00,52790.00,52902.00,2533600,52902.00
2015-07-14,53119.00,53416.00,52653.00,53239.00,000,53239.00
2015-07-13,52591.00,53164.00,52591.00,53119.00,2606900,53119.00
2015-07-10,51782.00,52786.00,51782.00,52591.00,2678700,52591.00
2015-07-08,52343.00,52468.00,51574.00,51782.00,2880300,51782.00
2015-07-07,52149.00,52388.00,51130.00,52344.00,3538900,52344.00
2015-07-06,52511.00,52679.00,51683.00,52149.00,2573500,52149.00
2015-07-03,53106.00,53106.00,52370.00,52519.00,1498600,52519.00
2015-07-02,52758.00,53357.00,52758.00,53106.00,2998100,53106.00
2015-07-01,53081.00,53456.00,52603.00,52758.00,2714000,52758.00
2015-06-30,53014.00,53345.00,52813.00,53081.00,3021100,53081.00
2015-06-29,54013.00,54013.00,52647.00,53014.00,2550600,53014.00
2015-06-26,53181.00,54076.00,53151.00,54017.00,2705400,54017.00
2015-06-25,53840.00,53840.00,52879.00,53176.00,3234900,53176.00
2015-06-24,53772.00,54236.00,53628.00,53843.00,2731100,53843.00
2015-06-23,53865.00,54361.00,53772.00,53772.00,2625300,53772.00
2015-06-22,53750.00,54342.00,53655.00,53864.00,2354400,53864.00
2015-06-19,54236.00,54236.00,53479.00,53749.00,000,53749.00
2015-06-18,53251.00,54352.00,53214.00,54239.00,2665000,54239.00
2015-06-17,53698.00,53755.00,52965.00,53249.00,2993200,53249.00
2015-06-16,53144.00,53969.00,53107.00,53702.00,3280300,53702.00
2015-06-15,53338.00,53338.00,52548.00,53138.00,2607700,53138.00
2015-06-12,53689.00,53689.00,53033.00,53348.00,2379500,53348.00
2015-06-11,53876.00,54271.00,53444.00,53689.00,3093500,53689.00
2015-06-10,52817.00,54102.00,52817.00,53876.00,3587500,53876.00
2015-06-09,52810.00,53292.00,52688.00,52816.00,3678000,52816.00
2015-06-08,52975.00,53325.00,52810.00,52810.00,2582500,52810.00
2015-06-05,53518.00,53518.00,52808.00,52973.00,2729100,52973.00
2015-06-03,54254.00,54254.00,53462.00,53523.00,3317500,53523.00
2015-06-02,53035.00,54236.00,53035.00,54236.00,3476000,54236.00
2015-06-01,52753.00,53233.00,52666.00,53031.00,2675400,53031.00
2015-05-29,53974.00,53974.00,52760.00,52760.00,5553300,52760.00
2015-05-28,54230.00,54230.00,53363.00,53976.00,2914500,53976.00
2015-05-27,53631.00,54293.00,53136.00,54236.00,3475600,54236.00
2015-05-26,54609.00,54609.00,53548.00,53630.00,3324200,53630.00
2015-05-25,54378.00,54868.00,53972.00,54609.00,1604600,54609.00
2015-05-22,55112.00,55223.00,54038.00,54377.00,3689100,54377.00
2015-05-21,54900.00,55112.00,54526.00,55112.00,3303700,55112.00
2015-05-20,55497.00,55645.00,54820.00,54901.00,3278700,54901.00
2015-05-19,56204.00,56212.00,55027.00,55499.00,3223000,55499.00
2015-05-18,57250.00,57606.00,55926.00,56204.00,3778400,56204.00
2015-05-15,56656.00,57288.00,56422.00,57249.00,2894400,57249.00
2015-05-14,56376.00,56921.00,56105.00,56657.00,3209800,56657.00
2015-05-13,56790.00,56900.00,56199.00,56372.00,3071700,56372.00
2015-05-12,57193.00,57424.00,56753.00,56792.00,3087600,56792.00
2015-05-11,57166.00,57490.00,57013.00,57197.00,2966300,57197.00
2015-05-08,56965.00,57621.00,56595.00,57149.00,000,57149.00
2015-05-07,57103.00,57290.00,56507.00,56921.00,000,56921.00
2015-05-06,58050.00,58575.00,56820.00,57103.00,000,57103.00
2015-05-05,57350.00,58147.00,57096.00,58052.00,000,58052.00
2015-05-04,56230.00,57520.00,56230.00,57354.00,000,57354.00
2015-05-01,55312.00,56229.00,55080.00,56229.00,000,56229.00
2015-04-30,55312.00,56229.00,55080.00,56229.00,000,56229.00
2015-04-29,55809.00,55809.00,55067.00,55325.00,000,55325.00
2015-04-28,55549.00,56018.00,54973.00,55812.00,000,55812.00
2015-04-27,56554.00,56962.00,55515.00,55535.00,000,55535.00
2015-04-24,55687.00,56965.00,55687.00,56594.00,000,56594.00
2015-04-23,54616.00,55782.00,54064.00,55685.00,000,55685.00
2015-04-22,53762.00,54848.00,53762.00,54617.00,000,54617.00
2015-04-21,53965.00,54385.00,53510.00,53761.00,000,53761.00
2015-04-20,53965.00,54385.00,53510.00,53761.00,000,53761.00
2015-04-17,54672.00,54672.00,53896.00,53955.00,000,53955.00
2015-04-16,54919.00,54919.00,54316.00,54674.00,000,54674.00
2015-04-15,54037.00,54960.00,54037.00,54919.00,000,54919.00
2015-04-14,54240.00,54625.00,53773.00,53982.00,000,53982.00
2015-04-13,54214.00,54866.00,54004.00,54240.00,000,54240.00
2015-04-10,53803.00,54413.00,53556.00,54214.00,000,54214.00
2015-04-09,53638.00,54002.00,53292.00,53803.00,000,53803.00
2015-04-08,53732.00,54458.00,53508.00,53661.00,000,53661.00
2015-04-07,53738.00,54002.00,53436.00,53729.00,000,53729.00
2015-04-06,53124.00,54146.00,53122.00,53737.00,000,53737.00
2015-04-02,52322.00,53312.00,52322.00,53123.00,000,53123.00
2015-04-01,51186.00,52613.00,51186.00,52322.00,000,52322.00
2015-03-31,51243.00,51466.00,50612.00,51150.00,000,51150.00
2015-03-30,50100.00,51265.00,50100.00,51243.00,000,51243.00
2015-03-27,50575.00,50575.00,49909.00,50095.00,000,50095.00
2015-03-26,51835.00,51835.00,50528.00,50580.00,000,50580.00
2015-03-25,51507.00,52319.00,51507.00,51858.00,000,51858.00
2015-03-24,51908.00,52223.00,51006.00,51506.00,000,51506.00
2015-03-23,51970.00,52178.00,51516.00,51908.00,000,51908.00
2015-03-20,50964.00,52286.00,50964.00,51967.00,000,51967.00
2015-03-19,51530.00,51547.00,50791.00,50954.00,000,50954.00
2015-03-18,50284.00,51773.00,49788.00,51526.00,000,51526.00
2015-03-17,48849.00,50384.00,48841.00,50285.00,000,50285.00
2015-03-16,48602.00,49205.00,48394.00,48848.00,000,48848.00
2015-03-13,48858.00,48858.00,47905.00,48596.00,000,48596.00
2015-03-12,48908.00,49633.00,48684.00,48880.00,000,48880.00
2015-03-11,48309.00,48937.00,48309.00,48906.00,000,48906.00
2015-03-10,49177.00,49177.00,48293.00,48293.00,000,48293.00
2015-03-09,49978.00,49978.00,48952.00,49181.00,000,49181.00
2015-03-06,50355.00,50401.00,49779.00,49981.00,000,49981.00
2015-03-05,50472.00,50734.00,50114.00,50365.00,000,50365.00
2015-03-04,51303.00,51303.00,50399.00,50468.00,000,50468.00
2015-03-03,51021.00,51432.00,50995.00,51304.00,000,51304.00
2015-03-02,51580.00,51580.00,50775.00,51021.00,000,51021.00
2015-02-27,51760.00,52457.00,51474.00,51583.00,000,51583.00
2015-02-26,51812.00,51922.00,51181.00,51761.00,000,51761.00
2015-02-25,51863.00,51863.00,51051.00,51811.00,000,51811.00
2015-02-24,51288.00,51956.00,51049.00,51874.00,000,51874.00
